Date,Open,High,Low,Close,Volume,Dividend
2009-03-02,0.01,0.01,0.01,0.01,100,0
2009-03-03,0.01,0.01,0.01,0.01,15000,0
2009-03-04,0.01,0.01,0.01,0.01,100,0
2009-03-09,0.01,0.01,0.01,0.01,5000,0
2009-03-23,0.01,0.01,0.01,0.01,135000,0
2009-03-30,0.01,0.01,0.01,0.01,2200,0
2009-04-16,0.01,0.01,0.01,0.01,100,0
2009-05-08,0.01,0.01,0.01,0.01,100,0
2016-06-23,23.99,29.61,23.66,28.79,21203300,0
2016-06-24,27.54,28.74,26.05,26.3,4661600,0
2016-06-27,27.35,28.19,26.3,27.25,3859500,0
2016-06-28,30.4,33.41,29.57,29.92,10608500,0
2016-06-29,31.98,37.19,31.75,37.08,13783000,0
2016-06-30,39.68,41.89,34.8,36.5,18512600,0
2016-07-01,36.97,37.34,33.65,34.03,7005300,0
2016-07-05,34.87,35.43,33.07,34.04,3998700,0
2016-07-06,33.41,37.93,33.27,37.93,5074100,0
2016-07-07,38.41,38.62,36.0,36.51,4057600,0
2016-07-08,37.25,37.4,35.25,35.54,3250100,0
2016-07-11,36.3,38.3,35.79,37.3,5734700,0
2016-07-12,37.99,38.94,36.81,38.3,4178900,0
2016-07-13,41.29,42.75,40.21,42.25,8547900,0
2016-07-14,43.4,44.8,40.8,41.75,7230800,0
2016-07-15,42.74,43.75,41.2,43.0,2921400,0
2016-07-18,41.25,42.48,40.15,41.03,3758300,0
2016-07-19,40.53,41.0,39.04,39.07,2223600,0
2016-07-20,39.5,42.57,38.51,41.73,4511900,0
2016-07-21,41.71,42.55,39.83,40.12,2634100,0
2016-07-22,40.32,41.76,40.1,40.81,1938000,0
2016-07-25,40.7,41.49,39.57,40.75,2240800,0
2016-07-26,40.55,41.78,39.75,40.39,2247900,0
2016-07-27,40.92,43.25,40.77,42.54,4801200,0
2016-07-28,42.96,43.7,41.02,42.17,4156600,0
2016-07-29,42.75,42.88,40.55,40.63,4887700,0
2016-08-01,40.63,41.64,39.11,39.33,2661800,0
2016-08-02,39.1,40.25,37.5,37.93,2648000,0
2016-08-03,38.1,39.0,37.2,38.55,1382800,0
2016-08-04,38.9,41.07,38.9,40.59,1652000,0
2016-08-05,40.97,41.72,40.75,41.49,1442500,0
2016-08-08,42.7,42.92,40.58,42.5,3250000,0
2016-08-09,44.32,45.69,41.35,43.01,7377900,0
2016-08-10,43.22,43.95,41.9,43.63,2493600,0
2016-08-11,43.45,49.0,43.45,48.71,8077300,0
2016-08-12,49.05,53.37,48.6,53.29,9286000,0
2016-08-15,56.75,66.4,55.13,58.47,22052400,0
2016-08-16,60.57,64.16,59.06,59.34,12272200,0
2016-08-17,60.9,61.5,57.05,58.86,6795900,0
2016-08-18,59.14,59.36,54.15,54.4,7445200,0
2016-08-19,52.32,56.47,51.85,54.88,6905500,0
2016-08-22,56.23,59.75,55.34,58.65,7201500,0
2016-08-23,60.15,61.35,55.71,56.08,7620800,0
2016-08-24,56.08,58.07,53.35,53.6,7644700,0
2016-08-25,54.25,55.1,51.26,51.93,5511100,0
2016-08-26,51.93,54.33,49.61,54.25,7093700,0
2016-08-29,54.55,56.0,53.2,53.82,4451100,0
2016-08-30,53.85,54.93,53.51,53.8,3393300,0
2016-08-31,53.99,54.59,52.14,53.62,2177900,0
2016-09-01,53.61,56.74,53.6,54.38,5952900,0
2016-09-02,54.93,57.74,54.93,57.62,3741000,0
2016-09-06,58.24,60.69,57.79,59.18,7321400,0
2016-09-07,60.2,60.4,56.31,56.63,5303600,0
2016-09-08,57.4,58.45,56.51,57.45,3655800,0
2016-09-09,57.0,58.0,55.02,56.0,4478700,0
2016-09-12,55.08,57.88,54.58,56.7,3497400,0
2016-09-13,55.78,56.75,53.6,53.97,4026100,0
2016-09-14,54.97,55.0,52.77,53.12,2714100,0
2016-09-15,53.88,54.85,53.26,54.0,2284200,0
2016-09-16,54.3,56.99,53.66,56.75,4355300,0
2016-09-19,57.54,59.4,56.9,57.28,4241300,0
2016-09-20,57.87,58.99,56.6,56.76,2233000,0
2016-09-21,57.5,61.85,56.85,61.7,5058300,0
2016-09-22,62.45,66.48,62.03,64.92,8998300,0
2016-09-23,64.45,68.4,63.8,64.07,7570100,0
2016-09-26,63.0,65.68,62.38,64.24,3880300,0
2016-09-27,66.0,68.99,65.56,68.22,7971000,0
2016-09-28,70.49,70.96,67.44,68.97,6732500,0
2016-09-29,69.13,69.9,68.2,68.72,3269900,0
2016-09-30,69.5,69.61,63.01,64.36,7818000,0
2016-10-03,62.5,66.64,62.43,65.02,3766900,0
2016-10-04,65.26,65.73,60.26,60.94,4149400,0
2016-10-05,62.09,63.14,61.05,61.47,2417300,0
2016-10-06,60.72,62.77,60.07,60.69,1921800,0
2016-10-07,61.33,61.98,59.27,60.58,1737300,0
2016-10-10,57.63,58.91,51.39,52.02,8650100,0
2016-10-11,54.43,54.6,51.34,52.44,5416000,0
2016-10-12,53.46,53.59,50.04,50.8,2594600,0
2016-10-13,49.87,49.95,47.05,47.24,9154400,0
2016-10-14,47.8,49.59,45.68,46.11,6714100,0
2016-10-17,45.39,47.22,44.31,44.45,5101600,0
2016-10-18,45.89,48.94,44.41,47.77,6553200,0
2016-10-19,48.1,48.18,45.5,46.51,2969900,0
2016-10-20,45.8,46.95,43.54,44.14,4040700,0
2016-10-21,41.0,43.1,40.19,41.06,18570100,0
2016-10-24,42.2,42.8,40.64,40.73,7135300,0
2016-10-25,40.73,41.63,38.55,38.6,7002500,0
2016-10-26,38.42,40.43,38.25,39.24,5316400,0
2016-10-27,39.52,39.75,36.72,37.26,7109700,0
2016-10-28,36.79,37.7,34.74,35.42,7189300,0
2016-10-31,35.41,36.25,33.75,34.12,8314200,0
2016-11-01,35.4,36.79,34.71,35.88,9924500,0
2016-11-02,35.73,36.37,33.45,34.15,5118300,0
2016-11-03,33.87,34.55,32.41,32.6,7687200,0
2016-11-04,34.16,35.2,31.5,31.57,10045300,0
2016-11-07,32.97,33.1,30.43,30.52,7362300,0
2016-11-08,30.6,31.88,29.92,31.41,6292200,0
2016-11-09,30.36,33.7,30.3,31.81,6409200,0
2016-11-10,33.14,34.0,30.72,31.5,5155100,0
2016-11-11,31.08,32.28,31.03,31.56,2274900,0
2016-11-14,31.71,32.97,31.21,31.39,4061500,0
2016-11-15,31.7,34.85,31.39,34.73,6075200,0
2016-11-16,35.39,37.84,35.0,37.05,10955900,0
2016-11-17,37.42,37.44,34.75,35.21,5879600,0
2016-11-18,35.41,36.88,34.55,36.88,4349000,0
2016-11-21,37.51,38.88,36.51,36.8,7352400,0
2016-11-22,37.6,38.2,36.8,37.39,3628600,0
2016-11-23,37.09,37.85,35.53,35.68,5314400,0
2016-11-25,35.68,35.84,34.85,35.07,1543300,0
2016-11-28,34.81,35.49,33.72,33.85,3233500,0
2016-11-29,33.99,34.29,32.66,33.61,3402500,0
2016-11-30,33.0,35.24,33.0,33.92,3302600,0
2016-12-01,33.66,33.8,31.54,31.87,3880700,0
2016-12-02,31.55,31.74,30.31,30.38,3552000,0
2016-12-05,30.89,31.67,30.35,30.73,3773100,0
2016-12-06,30.81,32.49,30.81,32.14,3771500,0
2016-12-07,32.0,32.87,30.98,31.02,3027000,0
2016-12-08,31.05,31.78,30.34,30.6,4905500,0
2016-12-09,30.6,30.95,29.14,29.34,5737700,0
2016-12-12,29.04,29.5,28.37,29.23,3897300,0
2016-12-13,29.0,30.37,29.0,29.27,2623800,0
2016-12-14,29.23,29.94,29.0,29.51,2254400,0
2016-12-15,29.61,30.21,29.25,29.65,2588800,0
2016-12-16,29.9,30.53,28.71,29.25,3324300,0
2016-12-19,29.2,29.5,28.71,29.15,2935000,0
2016-12-20,29.61,31.49,28.61,29.92,10098400,0
2016-12-21,30.5,34.68,30.2,34.59,11589500,0
2016-12-22,35.07,35.15,31.52,31.71,11640200,0
2016-12-23,32.12,32.6,31.53,32.22,3237100,0
2016-12-27,32.7,33.05,32.05,32.61,2792600,0
2016-12-28,32.45,32.75,30.03,30.21,4165600,0
2016-12-29,30.02,30.24,28.85,29.27,3417200,0
2016-12-30,29.42,29.99,28.65,28.85,3014600,0
2017-01-03,29.25,29.45,25.98,26.5,11108400,0
2017-01-04,26.55,27.75,26.21,27.51,6047400,0
2017-01-05,28.6,28.75,27.41,28.1,4683500,0
2017-01-06,28.06,28.73,27.56,27.63,3790400,0
2017-01-09,27.77,28.35,27.24,28.1,2616800,0
2017-01-10,29.25,29.7,27.72,27.79,4675800,0
2017-01-11,27.45,28.0,27.33,27.94,2394400,0
2017-01-12,28.46,28.72,27.56,27.88,2792900,0
2017-01-13,27.85,28.11,27.41,27.96,2694700,0
2017-01-17,27.9,28.06,27.75,27.85,2526000,0
2017-01-18,27.77,27.83,27.03,27.59,3581000,0
2017-01-19,27.73,28.68,27.42,28.56,4984000,0
2017-01-20,28.55,29.0,28.02,28.38,3877400,0
2017-01-23,28.38,28.8,28.15,28.5,2907300,0
2017-01-24,28.47,29.44,28.22,28.73,4087100,0
2017-01-25,29.19,30.47,28.83,29.05,5137200,0
2017-01-26,30.15,30.5,29.35,29.85,3812700,0
2017-01-27,29.92,29.99,28.85,29.44,2786600,0
2017-01-30,29.41,29.41,28.28,29.01,3392300,0
2017-01-31,28.7,28.94,28.43,28.83,2072800,0
2017-02-01,29.74,30.36,29.36,30.05,3697500,0
2017-02-02,29.87,30.84,29.62,30.1,4029600,0
2017-02-03,30.1,31.6,30.07,31.37,4119600,0
2017-02-06,31.5,32.42,31.3,31.82,6083300,0
2017-02-07,32.3,32.31,30.83,30.96,7408500,0
2017-02-08,31.71,32.69,29.75,31.44,9781000,0
2017-02-09,31.44,34.24,30.75,32.81,9960600,0
2017-02-10,31.77,33.39,31.58,31.96,9469200,0
2017-02-13,32.06,34.95,32.06,34.9,8648300,0
2017-02-14,33.86,34.44,32.88,33.65,7467000,0
2017-02-15,33.4,33.86,33.11,33.42,3408200,0
2017-02-16,33.65,34.28,32.76,33.17,5113000,0
2017-02-17,33.17,33.36,32.2,32.35,4026800,0
2017-02-21,32.47,32.63,31.4,31.96,4402700,0
2017-02-22,31.91,32.44,31.74,32.16,3897900,0
2017-02-23,32.31,32.49,31.4,31.67,2801700,0
2017-02-24,31.28,32.28,31.01,32.26,2329700,0
2017-02-27,32.08,33.33,31.86,32.64,3320100,0
2017-02-28,32.16,32.24,31.33,31.72,4446200,0
2017-03-01,32.0,32.41,31.67,32.32,3378500,0
2017-03-02,32.04,32.66,30.79,31.03,4202100,0
2017-03-03,30.74,30.89,29.35,29.81,4749500,0
2017-03-06,30.4,31.03,29.83,30.89,3488200,0
2017-03-07,30.65,31.33,30.49,30.74,1969700,0
2017-03-08,30.81,31.16,30.59,31.08,1551900,0
2017-03-09,31.1,31.84,30.85,31.32,2345700,0
2017-03-10,31.42,31.71,31.03,31.23,1597700,0
2017-03-13,31.15,32.67,31.1,32.07,2404100,0
2017-03-14,31.91,31.95,30.79,31.07,1664700,0
2017-03-15,31.21,31.39,30.34,31.3,1886700,0
2017-03-16,31.39,32.62,31.26,31.41,2907900,0
2017-03-17,31.09,31.79,30.51,31.03,4484700,0
2017-03-20,31.06,31.49,30.76,31.2,1639000,0
2017-03-21,31.12,31.33,29.23,29.6,3951400,0
2017-03-22,29.64,29.89,28.97,29.17,2343400,0
2017-03-23,29.24,29.5,28.95,29.05,1481300,0
2017-03-24,29.1,29.5,28.82,29.19,1291500,0
2017-03-27,28.8,29.82,28.36,29.63,1597200,0
2017-03-28,29.53,30.06,29.21,29.27,1657500,0
2017-03-29,29.25,29.25,28.75,28.78,2200200,0
2017-03-30,28.67,28.89,28.12,28.62,2244100,0
2017-03-31,28.47,29.26,28.26,28.87,1694600,0
2017-04-03,28.76,28.89,28.19,28.69,1751300,0
2017-04-04,28.51,28.85,26.95,27.27,3758900,0
2017-04-05,27.27,27.72,26.82,26.93,3005000,0
2017-04-06,26.94,27.14,26.76,26.93,1626400,0
2017-04-07,28.5,28.55,27.71,28.17,5277900,0
2017-04-10,28.31,28.87,27.65,28.47,3891400,0
2017-04-11,28.42,29.63,28.1,29.35,3087800,0
2017-04-12,29.67,30.19,29.2,29.56,3010000,0
2017-04-13,29.43,30.64,29.4,30.29,2483600,0
2017-04-17,30.33,30.85,29.84,30.8,1541500,0
2017-04-18,30.57,31.21,30.23,30.8,1565300,0
2017-04-19,31.09,32.25,31.09,31.76,2724800,0
2017-04-20,31.72,32.38,31.46,31.63,2178700,0
2017-04-21,31.44,31.63,30.4,30.82,1298900,0
2017-04-24,31.25,31.25,30.21,30.93,1670000,0
2017-04-25,30.87,32.13,30.79,31.93,2052500,0
2017-04-26,31.76,32.56,31.65,32.24,2597000,0
2017-04-27,32.26,33.29,32.25,32.84,2306000,0
2017-04-28,32.8,33.36,32.7,33.05,2023300,0
2017-05-01,33.1,34.45,33.03,34.39,3836000,0
2017-05-02,34.23,34.45,32.75,33.94,9901600,0
2017-05-03,24.6,26.44,24.15,25.01,23789100,0
2017-05-04,25.51,26.02,24.89,24.96,6116600,0
2017-05-05,25.01,25.29,23.88,23.97,7065300,0
2017-05-08,23.75,24.16,22.8,23.84,7401000,0
2017-05-09,23.73,23.84,23.1,23.17,3415400,0
2017-05-10,23.18,23.76,22.9,23.45,2967200,0
2017-05-11,23.16,23.33,23.0,23.3,2125500,0
2017-05-12,24.2,24.69,23.45,24.0,4427500,0
2017-05-15,24.26,24.35,23.68,24.3,2216800,0
2017-05-16,24.5,25.32,24.46,24.88,3596400,0
2017-05-17,24.67,25.16,24.62,24.81,3831300,0
2017-05-18,24.75,25.14,24.09,24.37,2684500,0
2017-05-19,24.36,25.42,24.15,25.16,2900200,0
2017-05-22,25.01,25.5,24.84,24.96,2369400,0
2017-05-23,25.17,25.6,24.91,25.56,2778600,0
2017-05-24,25.44,26.66,25.42,26.05,3228900,0
2017-05-25,25.67,25.9,24.79,25.0,3753700,0
2017-05-26,25.06,25.45,24.94,25.01,2183500,0
2017-05-30,24.95,25.0,24.37,24.5,1694400,0
2017-05-31,24.46,24.5,23.62,24.31,2635900,0
2017-06-01,24.39,24.47,23.83,24.15,2116900,0
2017-06-02,24.14,25.01,24.1,24.85,2031100,0
2017-06-05,24.81,25.49,24.56,24.95,2032300,0
2017-06-06,24.94,25.92,24.6,25.54,2319900,0
2017-06-07,25.46,25.97,25.16,25.25,1633700,0
2017-06-08,25.06,25.54,24.92,25.49,1464100,0
2017-06-09,25.41,25.87,24.37,24.64,2782000,0
2017-06-12,24.29,24.77,23.95,24.77,1889300,0
2017-06-13,24.81,25.88,24.81,25.49,2084400,0
2017-06-14,25.4,26.18,25.27,25.71,2442300,0
2017-06-15,25.44,26.21,25.33,25.85,1549000,0
2017-06-16,25.85,27.0,25.85,26.87,2908900,0
2017-06-19,27.47,28.75,27.47,28.37,3273600,0
2017-06-20,28.5,28.98,27.11,27.69,2950700,0
2017-06-21,27.83,28.37,27.8,28.32,1636100,0
2017-06-22,28.18,29.38,28.13,28.75,2902000,0
2017-06-23,28.81,29.9,28.81,29.71,8606400,0
2017-06-26,29.8,29.89,28.43,28.94,2641700,0
2017-06-27,29.15,29.8,28.41,28.6,2089800,0
2017-06-28,28.96,29.77,28.74,29.5,2911700,0
2017-06-29,29.11,29.66,28.25,29.0,1658600,0
2017-06-30,29.0,29.65,28.78,29.11,1966000,0
2017-07-03,29.1,29.25,28.68,28.97,652100,0
2017-07-05,28.95,29.24,28.31,29.07,1540100,0
2017-07-06,28.67,28.87,28.09,28.31,1111600,0
2017-07-07,28.43,28.82,28.18,28.43,1106200,0
